state,district,vote,name,party,bill,bill_text
CA,4,No,Tom McClintock,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
TX,22,No,Pete Olson,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
ME,1,Yes,Chellie Pingree,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
FL,8,No,Bill Posey,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
TN,1,No,David “Phil” Roe,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
OR,5,Yes,Kurt Schrader,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
PA,15,No,Glenn Thompson,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
NV,1,Yes,Dina Titus,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
NY,20,Yes,Paul Tonko,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
OH,11,Yes,Marcia Fudge,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
IL,5,Yes,Mike Quigley,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,27,Yes,Judy Chu,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,3,Yes,John Garamendi,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
FL,22,Yes,Theodore “Ted” Deutch,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
GA,14,No,Tom Graves,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
NY,23,Yes,Tom Reed II,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
AL,2,No,Martha Roby,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
AL,5,No,Mo Brooks,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
AL,7,Yes,Terri Sewell,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
AZ,4,No,Paul Gosar,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
AZ,6,No,David Schweikert,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
AR,1,No,Eric “Rick” Crawford,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
AR,3,No,Steve Womack,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,37,Yes,Karen Bass,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CO,3,No,Scott Tipton,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
FL,11,No,Daniel Webster,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
FL,24,Yes,Frederica Wilson,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
GA,7,No,Rob Woodall,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
GA,8,No,Austin Scott,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
IL,16,No,Adam Kinzinger,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
IN,8,Not Voting,Larry Bucshon,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
LA,2,Yes,Cedric Richmond,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
MD,1,No,Andy Harris,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
MA,9,Yes,William Keating,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
MI,2,No,Bill Huizenga,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
MI,3,No,Justin Amash [L],Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
MS,4,No,Steven Palazzo,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
MO,4,No,Vicky Hartzler,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
MO,7,No,Billy Long,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
OH,6,Not Voting,Bill Johnson,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
OH,15,No,Steve Stivers,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
OH,7,No,Bob Gibbs,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
PA,16,No,Mike Kelly,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
RI,1,Yes,David Cicilline,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
SC,3,No,Jeff Duncan,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
TN,3,No,Charles “Chuck” Fleischmann,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
TN,4,No,Scott DesJarlais,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
TX,17,No,Bill Flores,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
VA,9,No,Morgan Griffith,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
WA,3,No,Jaime Herrera Beutler,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
WV,1,No,David McKinley,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
WI,7,Not Voting,"Sean Duffy [R, 2011-2019]",Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
NV,2,No,Mark Amodei,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
OR,1,Yes,Suzanne Bonamici,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
KY,4,No,Thomas Massie,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
WA,1,Yes,Suzan DelBene,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
NJ,10,Yes,Donald Payne Jr.,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,1,No,Doug LaMalfa,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,2,Yes,Jared Huffman,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,7,Yes,Ami Bera,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,8,No,Paul Cook,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,15,Not Voting,Eric Swalwell,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,26,Yes,Julia Brownley,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,29,Yes,Tony Cárdenas,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,36,Yes,Raul Ruiz,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,41,Yes,Mark Takano,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,47,Yes,Alan Lowenthal,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,51,Yes,Juan Vargas,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
CA,52,Yes,Scott Peters,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
FL,3,No,Ted Yoho,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
FL,21,Yes,Lois Frankel,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
GA,9,No,Doug Collins,Republican,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
HI,2,Yes,Tulsi Gabbard,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
IL,10,Yes,Bradley “Brad” Schneider,Democrat,Equality Act,Should the 1964 law that outlawed race discrimination be updated to include LGBTQ individuals?
